gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Enterocytes_4	Enterocytes_3	Proliferating epithelial cells	Enterocytes_2	Enterocytes_1_1	Enterocytes_1_0	TA	Enteroendocrine	Goblet	Tuft	Endothelial cells 1	Smooth muscle cells	Stromal cells 1.2	Endothelial cells 2	Stromal cells 1.1	Lymphatic endothelial cells	Oligodendrocytes	Proliferating cells	Mesothelial cells	Stromal cells 2	Inflammatory Monocytes	DCs	Bcells	Neutrophils	Cd4	Ilc3	Tregs	Cd8	Ilc1	Cd8 effector	Proliferating	gd-tcells	Ilc2	NK cells	Plasma cells
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.036	0.013	0.035	0.0	0.0	0.003	0.009	0.009	0.05	0.065	0.008	0.53	0.027	0.0	0.0	0.004	0.016	0.006	0.038	0.0	0.0	0.0	0.031
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.036	0.013	0.035	0.0	0.0	0.003	0.009	0.009	0.05	0.065	0.008	0.53	0.027	0.0	0.0	0.004	0.016	0.006	0.038	0.0	0.0	0.0	0.031
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.036	0.013	0.035	0.0	0.0	0.003	0.009	0.009	0.05	0.065	0.008	0.53	0.027	0.0	0.0	0.004	0.016	0.006	0.038	0.0	0.0	0.0	0.031
IL1RAP	Q9NPH3	True	IL1AP_HUMAN	IL33 receptor	CPI-CS0C59AF029	0.0	0.003	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.068	0.015	0.005	0.006	0.022	0.027	0.0	0.0	0.001	0.0	0.005	0.038	0.0	0.048	0.0	0.037
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS0AC5142FA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.036	0.013	0.035	0.0	0.0	0.003	0.009	0.009	0.05	0.065	0.008	0.53	0.027	0.0	0.0	0.004	0.016	0.006	0.038	0.0	0.0	0.0	0.031
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS008C9D6E5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.036	0.013	0.035	0.0	0.0	0.003	0.009	0.009	0.05	0.065	0.008	0.53	0.027	0.0	0.0	0.004	0.016	0.006	0.038	0.0	0.0	0.0	0.031
IL1R2	P27930	True	IL1R2_HUMAN	IL1 receptor inhibitor	CPI-CS085E95BC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.036	0.013	0.035	0.0	0.0	0.003	0.009	0.009	0.05	0.065	0.008	0.53	0.027	0.0	0.0	0.004	0.016	0.006	0.038	0.0	0.0	0.0	0.031
IL10RA	Q13651	True	I10R1_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.17	0.196	0.293	0.108	0.073	0.325	0.037	0.082	0.062	0.108	0.0	0.243	0.359	0.061
IL10RB	Q08334	True	I10R2_HUMAN	IL10 receptor	CPI-CS04CBDE052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.17	0.196	0.293	0.108	0.073	0.325	0.037	0.082	0.062	0.108	0.0	0.243	0.359	0.061
IL11RA	Q14626	True	I11RA_HUMAN	IL11 receptor	CPI-CS0DDFD82E7	0.019	0.013	0.009	0.019	0.009	0.008	0.008	0.0	0.053	0.0	0.028	0.028	0.265	0.033	0.191	0.08	0.051	0.089	0.098	0.399	0.036	0.009	0.006	0.011	0.003	0.0	0.0	0.003	0.01	0.006	0.006	0.0	0.012	0.0	0.0
IL12A	P29459	True	IL12A_HUMAN	IL12	CPI-CC0041E1D30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL12A	P29459	True	IL12A_HUMAN	IL35	CPI-CC0C3ECBD1F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.033	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0
IL12B	P29460	True	IL12B_HUMAN	IL12	CPI-CC0041E1D30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL12B	P29460	True	IL12B_HUMAN	IL23	CPI-CC051643E98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL13RA1	P78552	True	I13R1_HUMAN	IL13 receptor	CPI-CS00BF6CD40	0.153	0.132	0.122	0.043	0.048	0.01	0.122	0.0	0.147	0.207	0.103	0.077	0.23	0.132	0.197	0.157	0.024	0.105	0.278	0.153	0.318	0.21	0.012	0.301	0.0	0.0	0.0	0.003	0.0	0.0	0.032	0.0	0.0	0.0	0.0
IL13RA1	P78552	True	I13R1_HUMAN	IL13 receptor	CPI-CS0EE8AEA34	0.153	0.132	0.122	0.043	0.048	0.01	0.122	0.0	0.147	0.207	0.103	0.077	0.23	0.132	0.197	0.157	0.024	0.105	0.278	0.153	0.318	0.21	0.012	0.301	0.0	0.0	0.0	0.003	0.0	0.0	0.032	0.0	0.0	0.0	0.0
IL4R	P24394	True	IL4RA_HUMAN	IL13 receptor	CPI-CS00BF6CD40	0.153	0.132	0.122	0.043	0.048	0.01	0.122	0.0	0.147	0.207	0.103	0.077	0.23	0.132	0.197	0.157	0.024	0.105	0.278	0.153	0.318	0.21	0.012	0.301	0.0	0.0	0.0	0.003	0.0	0.0	0.032	0.0	0.0	0.0	0.0
IL4R	P24394	True	IL4RA_HUMAN	IL13 receptor	CPI-CS0EE8AEA34	0.153	0.132	0.122	0.043	0.048	0.01	0.122	0.0	0.147	0.207	0.103	0.077	0.23	0.132	0.197	0.157	0.024	0.105	0.278	0.153	0.318	0.21	0.012	0.301	0.0	0.0	0.0	0.003	0.0	0.0	0.032	0.0	0.0	0.0	0.0
IL4R	P24394	True	IL4RA_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.588	0.297	0.064	0.532	0.077	0.221	0.027	0.391	0.125	0.069	0.769	0.824	0.511	0.224	0.766	0.78	0.967	0.529	1.125	0.367	0.585	1.01	0.888	0.697	0.31
IL2RB	P14784	True	IL2RB_HUMAN	IL15 receptor	CPI-CS06E556972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.123	0.177	0.03	1.004	1.549	1.14	1.103	1.792	1.057	1.125	1.578	0.676	1.595	0.24
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.073	0.031	0.03	0.434	1.538	1.14	0.029	0.455	0.088	0.429	1.567	0.676	0.0	0.066
IL2RB	P14784	True	IL2RB_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.123	0.177	0.03	1.004	1.549	1.14	1.103	1.792	1.057	1.125	1.578	0.676	1.595	0.24
IL2RG	P31785	True	IL2RG_HUMAN	IL15 receptor	CPI-CS06E556972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.123	0.177	0.03	1.004	1.549	1.14	1.103	1.792	1.057	1.125	1.578	0.676	1.595	0.24
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.073	0.031	0.03	0.434	1.538	1.14	0.029	0.455	0.088	0.429	1.567	0.676	0.0	0.066
IL2RG	P31785	True	IL2RG_HUMAN	IL2 receptor_I	CPI-CS0A34112A6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.159	0.123	0.177	0.03	1.004	1.549	1.14	1.103	1.792	1.057	1.125	1.578	0.676	1.595	0.24
IL2RG	P31785	True	IL2RG_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.007	0.0	0.0	0.009	0.0	0.452	0.709	0.744	0.056	0.919	0.0	1.465	0.876	0.986	1.083	0.548	0.696	0.089	0.241	0.359
IL2RG	P31785	True	IL2RG_HUMAN	IL4 receptor	CPI-CS0FBBCDD66	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.588	0.297	0.064	0.532	0.077	0.221	0.027	0.391	0.125	0.069	0.769	0.824	0.511	0.224	0.766	0.78	0.967	0.529	1.125	0.367	0.585	1.01	0.888	0.697	0.31
IL2RG	P31785	True	IL2RG_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.126	0.199	0.133	0.023	1.417	2.06	1.156	0.369	1.004	0.383	0.406	1.578	2.094	0.053	0.129
IL17A	Q16552	True	IL17_HUMAN	IL17 AF	CPI-CC0B39F327D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL17F	Q96PD4	True	IL17F_HUMAN	IL17 AF	CPI-CC0B39F327D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.058	0.077	0.049	0.076	0.03	0.081	0.065	0.066	0.066	0.0	0.02	0.078	0.168	0.028	0.049	0.097	0.098	0.053	0.048	0.025	0.004	0.0	0.007	0.015	0.02	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.058	0.077	0.049	0.076	0.03	0.081	0.065	0.066	0.066	0.0	0.02	0.078	0.168	0.028	0.049	0.097	0.098	0.053	0.048	0.025	0.004	0.0	0.007	0.015	0.02	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
IL17RA	Q96F46	True	I17RA_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.058	0.051	0.049	0.017	0.02	0.017	0.065	0.066	0.044	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.048	0.0	0.008	0.005	0.002	0.0	0.073	0.0	0.0	0.0	0.006	0.0	0.035	0.109	0.023	0.0	0.0
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS04F158618	0.058	0.077	0.049	0.076	0.03	0.081	0.065	0.066	0.066	0.0	0.02	0.078	0.168	0.028	0.049	0.097	0.098	0.053	0.048	0.025	0.004	0.0	0.007	0.015	0.02	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
IL17RC	Q8NAC3	True	I17RC_HUMAN	IL17 receptor AC	CPI-CS0558AB6A5	0.058	0.077	0.049	0.076	0.03	0.081	0.065	0.066	0.066	0.0	0.02	0.078	0.168	0.028	0.049	0.097	0.098	0.053	0.048	0.025	0.004	0.0	0.007	0.015	0.02	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0
IL17RE	Q8NFR9	True	I17RE_HUMAN	IL17 receptor AE	CPI-CS0BA342294	0.058	0.051	0.049	0.017	0.02	0.017	0.065	0.066	0.044	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.048	0.0	0.008	0.005	0.002	0.0	0.073	0.0	0.0	0.0	0.006	0.0	0.035	0.109	0.023	0.0	0.0
IL18	Q14116	True	IL18_HUMAN	IL18 receptor	CPI-CS09831CCFD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.051	0.005	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0
IL18R1	Q13478	True	IL18R_HUMAN	IL18 receptor	CPI-CS09831CCFD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.051	0.005	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0
IL18RAP	O95256	True	I18RA_HUMAN	IL18 receptor	CPI-CS09831CCFD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108	0.051	0.005	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0
IL2RA	P01589	True	IL2RA_HUMAN	IL2 receptor_HA	CPI-CS0D48BE017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.073	0.031	0.03	0.434	1.538	1.14	0.029	0.455	0.088	0.429	1.567	0.676	0.0	0.066
IL21R	Q9HBE5	True	IL21R_HUMAN	IL21 receptor	CPI-CS0E80B08E2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.007	0.0	0.0	0.009	0.0	0.452	0.709	0.744	0.056	0.919	0.0	1.465	0.876	0.986	1.083	0.548	0.696	0.089	0.241	0.359
IL23A	Q9NPF7	True	IL23A_HUMAN	IL23	CPI-CC051643E98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL27	CPI-CC09BCDA08E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.025	0.006	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0
EBI3	Q14213	True	IL27B_HUMAN	IL35	CPI-CC0C3ECBD1F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.0	0.033	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0
IL27	Q8NEV9	True	IL27A_HUMAN	IL27	CPI-CC09BCDA08E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.025	0.006	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.0	0.0	0.0
IL1RL1	Q01638	True	ILRL1_HUMAN	IL33 receptor	CPI-CS0C59AF029	0.0	0.003	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.003	0.0	0.068	0.015	0.005	0.006	0.022	0.027	0.0	0.0	0.001	0.0	0.005	0.038	0.0	0.048	0.0	0.037
CSF2RB	P32927	True	IL3RB_HUMAN	IL5 receptor	CPI-CS0FB8775FC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	0.039	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032
IL5RA	Q01344	True	IL5RA_HUMAN	IL5 receptor	CPI-CS0FB8775FC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	0.039	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032
IL6R	P08887	True	IL6RA_HUMAN	IL6 receptor	CPI-CS063AE1C91	0.004	0.0	0.001	0.0	0.005	0.0	0.0	0.024	0.038	0.0	0.036	0.089	0.241	0.067	0.321	0.135	0.0	0.014	0.345	0.55	0.16	0.234	0.092	0.011	0.204	0.068	0.269	0.068	0.0	0.01	0.091	0.0	0.013	0.0	0.065
IL7R	P16871	True	IL7RA_HUMAN	IL7 receptor	CPI-CS0AB9C7139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.126	0.199	0.133	0.023	1.417	2.06	1.156	0.369	1.004	0.383	0.406	1.578	2.094	0.053	0.129
KLRK1	P26718	True	NKG2D_HUMAN	NKG2D II receptor	CPI-CS0007697A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.256	0.057	0.011	0.17	0.934	0.139	0.382	1.602	0.254	0.392	1.466	0.208	1.54	0.094
HCST	Q9UBK5	True	HCST_HUMAN	NKG2D II receptor	CPI-CS0007697A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.213	0.256	0.057	0.011	0.17	0.934	0.139	0.382	1.602	0.254	0.392	1.466	0.208	1.54	0.094
OSMR	Q99650	True	OSMR_HUMAN	OSMR	CPI-CS06D50EBF8	0.02	0.026	0.018	0.019	0.009	0.008	0.015	0.0	0.023	0.0	1.001	0.831	0.561	0.995	0.74	1.011	0.376	0.758	0.561	0.665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRA	P16234	True	PGFRA_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.064	0.339	0.009	0.509	0.003	0.02	0.096	0.064	0.432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRB	P09619	True	PGFRB_HUMAN	PDGFR complex	CPI-CS0BAF97962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.064	0.339	0.009	0.509	0.003	0.02	0.096	0.064	0.432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex1	CPI-CS0C57A3081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.111	0.146	0.081	0.148	0.05	0.036	0.162	0.197	0.215	0.013	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.019	0.0	0.038	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0
PLXNA1	Q9UIW2	True	PLXA1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.023	0.013	0.038	0.0	0.0	0.0	0.037	0.0	0.022	0.0	0.07	0.111	0.146	0.081	0.148	0.05	0.036	0.162	0.197	0.265	0.038	0.044	0.012	0.0	0.03	0.0	0.0	0.002	0.007	0.0	0.036	0.048	0.036	0.0	0.0
TREM2	Q9NZC2	True	TREM2_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.019	0.0	0.038	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0
TYROBP	O43914	True	TYOBP_HUMAN	PlexinA1_complex2	CPI-CS0123BC66C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.019	0.0	0.038	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA1_complex3	CPI-CS0E5D1ECCE	0.023	0.013	0.038	0.0	0.0	0.0	0.037	0.0	0.022	0.0	0.07	0.111	0.146	0.081	0.148	0.05	0.036	0.162	0.197	0.265	0.038	0.044	0.012	0.0	0.03	0.0	0.0	0.002	0.007	0.0	0.036	0.048	0.036	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.023	0.013	0.038	0.0	0.0	0.0	0.059	0.068	0.022	0.0	0.758	0.149	0.118	0.478	0.208	0.077	0.122	0.712	0.135	0.06	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.003	0.001	0.004	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.003	0.039	0.0	0.022	0.0	0.02	0.005	0.0	0.034	0.001	0.0	0.004	0.0	0.0	0.0	0.0	0.005	0.009	0.0	0.016	0.0	0.015	0.0	0.0
NRP1	O14786	True	NRP1_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.083	0.041	0.225	0.073	0.077	0.127	0.14	0.244	0.032	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXNA2	O75051	True	PLXA2_HUMAN	PlexinA2_complex1	CPI-CS0D238C22B	0.023	0.013	0.038	0.0	0.0	0.0	0.059	0.068	0.022	0.0	0.758	0.149	0.118	0.478	0.208	0.077	0.122	0.712	0.135	0.06	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0
PLXNA3	P51805	True	PLXA3_HUMAN	PlexinA3_complex1	CPI-CS0AA769F5B	0.003	0.001	0.004	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.001	0.003	0.039	0.0	0.022	0.0	0.02	0.005	0.0	0.034	0.001	0.0	0.004	0.0	0.0	0.0	0.0	0.005	0.009	0.0	0.016	0.0	0.015	0.0	0.0
PLXNA4	Q9HCM2	True	PLXA4_HUMAN	PlexinA4_complex1	CPI-CS0AB19226A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.175	0.083	0.041	0.225	0.073	0.077	0.127	0.14	0.244	0.032	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0A7B487D4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.008	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS0FEC87269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.008	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049
KLRG2	A4D1S0	False	KLRG2_HUMAN		CPI-SS044DF8749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.008	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049
CADM3	Q8N126	False	CADM3_HUMAN		CPI-SS00550260E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.198	0.667	0.834	0.366	0.006	0.588	0.067	0.0	0.141	0.005	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CADM1	Q9BY67	False	CADM1_HUMAN		CPI-SS0B990492C	0.003	0.003	0.003	0.014	0.012	0.01	0.002	0.042	0.005	0.0	0.005	0.057	0.018	0.005	0.017	0.0	0.439	0.02	0.256	0.026	0.013	0.106	0.014	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS0C5E9FBFB	0.018	0.007	0.053	0.004	0.005	0.003	0.065	0.101	0.114	0.069	0.011	0.056	0.183	0.063	0.107	0.019	0.037	0.025	0.018	0.047	0.052	0.295	0.013	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.012	0.0	0.021
